        417     418     439     1          
        19      41      40      1          
        40      62      61      1          
        61      83      82      1          
        82      104     103     1          
        103     125     124     1          
        124     146     145     1          
        145     167     166     1          
        166     188     187     1          
        187     209     208     1          
        208     230     229     1          
        229     251     250     1          
        250     272     271     1          
        271     293     292     1          
        292     314     313     1          
        313     335     334     1          
        334     356     355     1          
        355     377     376     1          
        376     398     397     1          
        397     419     418     1          
        418     440     439     1          
        19      20      41      1          
        40      41      62      1          
        61      62      83      1          
        82      83      104     1          
        103     104     125     1          
        124     125     146     1          
        145     146     167     1          
        166     167     188     1          
        187     188     209     1          
        208     209     230     1          
        229     230     251     1          
        250     251     272     1          
        271     272     293     1          
        292     293     314     1          
        313     314     335     1          
        334     335     356     1          
        355     356     377     1          
        376     377     398     1          
        397     398     419     1          
        418     419     440     1          
        20      42      41      1          
        41      63      62      1          
        62      84      83      1          
        83      105     104     1          
        104     126     125     1          
        125     147     146     1          
        146     168     167     1          
        167     189     188     1          
        188     210     209     1          
        209     231     230     1          
        230     252     251     1          
        251     273     272     1          
        272     294     293     1          
        293     315     314     1          
        314     336     335     1          
        335     357     356     1          
        356     378     377     1          
        377     399     398     1          
        398     420     419     1          
        419     441     440     1          
        20      21      42      1          
        41      42      63      1          
        62      63      84      1          
        83      84      105     1          
        104     105     126     1          
        125     126     147     1          
        146     147     168     1          
        167     168     189     1          
        188     189     210     1          
        209     210     231     1          
        230     231     252     1          
        251     252     273     1          
        272     273     294     1          
        293     294     315     1          
        314     315     336     1          
        335     336     357     1          
        356     357     378     1          
        377     378     399     1          
        398     399     420     1          
        419     420     441     1        
